Galaxy Name,Type (RC3),err,D,GLON,GLAT,Vgsr (RC3),wts
NGC 7619,E,0.31,58.7,87.7,-48.3,3953,3.225806452
NGC 2258,LAR0,0.032,58.7,140.2,25.8,4132,31.25
UGC 00139,SXS5?,0.14,58.9,102.9,-62.2,4052,7.142857143
NGC 0673,SXS5,0.19,59.2,144.5,-49,5261,5.263157895
UGC 03432,S..6*,0.036,59.2,157.3,18,5077,27.77777778
IC 4758,Sc,0.019,59.4,329.6,-24.1,4647,52.63157895
NGC 3258,E.1,0.41,59.6,272.9,18.8,2576,2.43902439
IC 4758,Sc,0.19,59.6,329.6,-24.1,4647,5.263157895
NGC 1653,E+..*,0.41,59.7,199.7,-28.8,4260,2.43902439
"NGC 7014, Abell 3742",E+..*,0.12,59.7,352.5,-42.4,4769,8.333333333
NGC 3987,S..3,0.26,59.9,218.9,77.7,4475,3.846153846
NGC 5184,SXR5,0.12,60,322.4,59.7,3928,8.333333333
UGC 03151,S,0.081,60.1,187.1,-21.7,4308,12.34567901
MCG -01-19-002,S,0.49,60.3,223.7,4.4,2324,2.040816327
NGC 5656,S..2,0.28,60.8,60.3,67.4,3278,3.571428571
NGC 0048,SX.4P*,0.2,60.8,116.5,-14.2,1972,5
NGC 4616,E+..*,0.41,60.9,301.1,22.2,4409,2.43902439
NGC 0382,E...*,0.22,60.9,126.8,-30.3,5369,4.545454545
NGC 6702,E...*,0.24,61,75,19.8,4928,4.166666667
UGC 00646,SB?,0.112,61.4,125.9,-30.6,5474,8.928571429
ESO 234- G 069,SBS5*,0.04,61.6,347.3,-38.5,4325,25
NGC 5592,SBS4?,0.2,61.7,326.4,29.9,4264,5
NGC 3309,E.3,0.73,61.7,269.6,26.5,3895,1.369863014
NGC 7619,E,0.41,61.9,87.7,-48.3,3953,2.43902439
NGC 0536,SBR3,0.12,61.9,131,-27.6,5338,8.333333333
NGC 5592,SBS4?,0.2,62.2,326.4,29.9,4264,5
"IC 4296, Abell 3565",E,0.16,62.2,313.5,28,3621,6.25
NGC 6484,S..3*,0.79,62.5,49.5,23.4,3283,1.265822785
NGC 2258,LAR0,0.26,62.8,140.2,25.8,4132,3.846153846
NGC 0673,SXS5,0.072,62.8,144.5,-49,5261,13.88888889
NGC 1558,PSXR4*,0.07,62.8,250.7,-45.1,4379,14.28571429
ESO 052- G 020,SBS4P,0.18,63.1,294.6,-44.8,7974,5.555555556
ESO 053- G 002,S..5./,0.2,63.4,293.7,-44.7,7847,5
NGC 2389,SXT5,0.29,63.4,185,22,3931,3.448275862
"IC 4296, Abell 3565",E,0.25,63.4,313.5,28,3621,4
ESO 501- G 068,S?,0.14,63.7,269.7,27.4,2892,7.142857143
NGC 6411,E,0.32,63.8,89.7,32.6,3889,3.125
NGC 4679,SBS5P*,0.032,63.8,302.1,23.3,4481,31.25
NGC 6483,E.4,0.41,63.9,330.1,-18.7,4807,2.43902439
UGC 11498,SB.3*,0.44,64,45.9,-11.8,3439,2.272727273
NGC 4495,S..2,0.146,64.2,187.3,85.1,4554,6.849315068
NGC 0105,Sab:,0.3,64.3,113.1,-49.5,5133,3.333333333
IC 4919,SBS8P,0.14,64.3,342.5,-31.6,4177,7.142857143
IC 0277,Irr,0.75,64.6,140.6,-31.7,272,1.333333333
NGC 2410,SB.3?,0.4,64.6,186.5,22.9,4647,2.5
UGC 03151,S,0.138,64.6,187.1,-21.7,4308,7.246376812
"NGC 7014, Abell 3742",E+..*,0.25,64.9,352.5,-42.4,4769,4
UGC 03151,S,0.25,65.4,187.1,-21.7,4308,4
NGC 3987,S..3,0.14,65.5,218.9,77.7,4475,7.142857143
IC 4758,Sc,0.142,65.6,329.6,-24.1,4647,7.042253521
NGC 6906,SBT4*,0.63,65.8,49.8,-17.1,5023,1.587301587
ESO 234- G 069,SBS5*,0.25,65.8,347.3,-38.5,4325,4
"NGC 7014, Abell 3742",E+..*,0.19,65.8,352.5,-42.4,4769,5.263157895
NGC 0382,E...*,0.133,65.9,126.8,-30.3,5369,7.518796992
NGC 3987,S..3,0.23,66,218.9,77.7,4475,4.347826087
IC 4919,SBS8P,0.25,66.1,342.5,-31.6,4177,4
NGC 4495,S..2,0.27,66.3,187.3,85.1,4554,3.703703704
NGC 4679,SBS5P*,0.19,66.3,302.1,23.3,4481,5.263157895
ESO 030- G 014,SAS5,0.54,66.4,296.3,-39.9,8089,1.851851852
UGC 03432,S..6*,0.24,66.5,157.3,18,5077,4.166666667
NGC 0252,RLAR+*,0.24,66.5,122,-35.2,5176,4.166666667
NGC 4675,SB.3*,0.19,66.6,124.8,62.4,4898,5.263157895
NGC 1521,E.3.*,0.38,66.8,216.3,-44.9,4066,2.631578947
UGC 01087,SAT5,0.056,66.8,137.3,-47.5,4580,17.85714286
UGC 3422,SXT3,0.39,67,143.2,22.7,4183,2.564102564
NGC 4679,SBS5P*,0.127,67,302.1,23.3,4481,7.874015748
UGC 04195,SBR3,0.037,67.1,149.1,32,4986,27.02702703
ESO 322- G 038,LX.-,0.41,67.2,300.3,21.3,2930,2.43902439
NGC 1521,E.3.*,0.38,67.3,216.3,-44.9,4066,2.631578947
"NGC 0708, Abell 262",E,0.25,67.3,136.6,-25.1,4948,4
UGC 00646,SB?,0.23,67.4,125.9,-30.6,5474,4.347826087
NGC 6627,PSBS3,0.075,67.6,43.9,13.3,5432,13.33333333
NGC 2595,SXT5,0.19,68.2,202.7,30.3,4250,5.263157895
"NGC 0708, Abell 262",E,0.17,68.2,136.6,-25.1,4948,5.882352941
UGC 01087,SAT5,0.14,68.2,137.3,-47.5,4580,7.142857143
NGC 0494,S..2,0.06,68.2,130.5,-29.2,5604,16.66666667
NGC 0495,PSBS0P*,0.043,68.2,130.4,-28.9,4260,23.25581395
UGC 03432,S..6*,0.23,68.4,157.3,18,5077,4.347826087
NGC 6627,PSBS3,0.128,68.5,43.9,13.3,5432,7.8125
NGC 2595,SXT5,0.023,68.7,202.7,30.3,4250,43.47826087
NGC 6627,PSBS3,0.19,68.9,43.9,13.3,5432,5.263157895
ESO 234- G 069,SBS5*,0.14,69.2,347.3,-38.5,4325,7.142857143
ESO 053- G 002,S..5./,0.2,69.5,293.7,-44.7,7847,5
UGC 03296,S..2,0.28,69.5,197.7,-17.5,4189,3.571428571
NGC 0382,E...*,0.013,69.5,126.8,-30.3,5369,76.92307692
NGC 4495,S..2,0.014,69.6,187.3,85.1,4554,71.42857143
"[W91] 1938.3-5513, LEDA 140858",S,0.2,70,342.6,-29.1,2940,5
UGC 03122,SXT5,0.24,70.1,189.9,-25.1,4646,4.166666667
UGC 03329,S..4,0.19,70.2,189.4,-8.2,5206,5.263157895
UGC 03329,S..4,0.07,70.2,189.4,-8.2,5206,14.28571429
"NGC 5193, Abell 3560",E...P*,0.18,70.5,312.6,28.9,3547,5.555555556
NGC 0452,SB.2,0.14,70.5,129.2,-31.5,5109,7.142857143
MCG +03-28-022,SBc,0.2,70.7,228.6,60.1,6439,5
IC 0126,S?,0.23,70.8,144.6,-63.2,5755,4.347826087
NGC 7131,PLAT0?,0.084,70.8,41.5,-44.9,5567,11.9047619
NGC 0495,PSBS0P*,0.25,71.1,130.4,-28.9,4260,4
UGC 03207,SXT3P*,0.12,71.1,196.8,-24.3,4478,8.333333333
NGC 4675,SB.3*,0.053,71.4,124.8,62.4,4898,18.86792453
IC 0126,S?,0.03,71.4,144.6,-63.2,5755,33.33333333
ESO 352- G 057,LBS0P,0.22,71.5,261.9,-80.3,5566,4.545454545
UGC 03432,S..6*,0.133,71.9,157.3,18,5077,7.518796992
NGC 5490,E,0.28,72.3,9.1,69.5,5031,3.571428571
NGC 0673,SXS5,0.14,72.8,144.5,-49,5261,7.142857143
ESO 501- G 088,PSXT2*,0.22,73.1,268.3,31.4,3688,4.545454545
ESO 439- G 020,SXR4,0.09,73.1,284.5,30.5,3910,11.11111111
ESO 031- G 018,SAS5,0.2,73.5,287.9,-39.5,8156,5
ESO 352- G 057,LBS0P,0.15,73.5,261.9,-80.3,5566,6.666666667
ESO 147- G 005,SBR5*,0.2,73.8,330.7,-51.9,10821,5
IC 1844,Sbc,0.066,74.1,169.7,-49,6750,15.15151515
NGC 0673,SXS5,0.133,74.7,144.5,-49,5261,7.518796992
NGC 0382,E...*,0.24,74.9,126.8,-30.3,5369,4.166666667
ESO 437- G 025,S?,0.22,75.2,270.6,25.9,3253,4.545454545
NGC 2258,LAR0,0.14,75.2,140.2,25.8,4132,7.142857143
ESO 443- G 041,PSXT3,0.04,75.5,305.9,30.6,4704,25
UGC 01087,SAT5,0.26,75.8,137.3,-47.5,4580,3.846153846
NGC 5490,E,0.061,75.9,9.1,69.5,5031,16.39344262
NGC 2623,P,0.074,76.3,198.8,34,5464,13.51351351
UGC 04195,SBR3,0.28,76.4,149.1,32,4986,3.571428571
NGC 4675,SB.3*,0.136,76.4,124.8,62.4,4898,7.352941176
NGC 0748,PSAR3?,0.21,76.6,160.1,-62.6,5348,4.761904762
NGC 2320,E,0.038,76.8,166.4,22.8,5770,26.31578947
NGC 6627,PSBS3,0.23,77,43.9,13.3,5432,4.347826087
UGC 04195,SBR3,0.23,77.1,149.1,32,4986,4.347826087
ESO 545- G 013,SXS5,0.2,77.3,197.4,-67.2,10096,5
ESO 254- G 022,SAT5,0.35,77.3,254.9,-26.7,12195,2.857142857
ESO 300- G 009,Sab,0.11,77.6,245.7,-59.6,5821,9.090909091
UGC 03329,S..4,0.124,77.7,189.4,-8.2,5206,8.064516129
NGC 1797,PSBT1P,0.54,78,208.2,-26.7,4332,1.851851852
CGMW 2-1040,S,0.46,78,233.3,2.2,2968,2.173913043
ESO 384- G 009,SBS5,0.32,78,317.4,27.2,11279,3.125
NGC 4495,S..2,0.24,78.2,187.3,85.1,4554,4.166666667
ESO 396- G 007,S..5*,0.15,78.3,1.6,-15.6,5863,6.666666667
NGC 4495,S..2,0.14,78.7,187.3,85.1,4554,7.142857143
NGC 3131,SB.3*,0.05,78.7,217.5,51.6,5016,20
NGC 5490,E,0.25,78.9,9.1,69.5,5031,4
NGC 4675,SB.3*,0.23,79.7,124.8,62.4,4898,4.347826087
NGC 2772,S.3*P/,0.25,79.8,250.8,15.9,3214,4
NGC 2623,P,0.25,79.8,198.8,34,5464,4
UGC 03420,S..3,0.42,80.2,138.2,24.1,5238,2.380952381
UGC 00646,SB?,0.14,80.2,125.9,-30.6,5474,7.142857143
NGC 2595,SXT5,0.3,80.5,202.7,30.3,4250,3.333333333
UGC 03329,S..4,0.14,80.5,189.4,-8.2,5206,7.142857143
ESO 352- G 057,LBS0P,0.12,80.8,261.9,-80.3,5566,8.333333333
NGC 2595,SXT5,0.24,81.1,202.7,30.3,4250,4.166666667
NGC 2320,E,0.23,81.2,166.4,22.8,5770,4.347826087
ESO 576- G 001,R'_2:)SB(r)bc,0.12,81.7,308.8,41,2756,8.333333333
ESO 352- G 057,LBS0P,0.01,82.2,261.9,-80.3,5566,100
NGC 5051,SXT4*,0.07,82.8,309.6,34.3,4370,14.28571429
NGC 4675,SB.3*,0.14,83.2,124.8,62.4,4898,7.142857143
MCG -03-34-063,SBb,0.22,83.6,313.5,45.5,4855,4.545454545
ESO 340- G 038,S,0.2,83.7,358.7,-35.7,5485,5
UGC 03432,S..6*,0.14,83.9,157.3,18,5077,7.142857143
ESO 300- G 009,Sab,0.032,83.9,245.7,-59.6,5821,31.25
NGC 6627,PSBS3,0.14,84.3,43.9,13.3,5432,7.142857143
ESO 031- G 018,SAS5,0.2,84.7,287.9,-39.5,8156,5
IC 0530,S..2,0.43,84.7,218.6,37.3,4852,2.325581395
NGC 7131,PLAT0?,0.24,84.8,41.5,-44.9,5567,4.166666667
ESO 147- G 005,SBR5*,0.91,85.1,330.7,-51.9,10821,1.098901099
IC 1844,Sbc,0.22,85.2,169.7,-49,6750,4.545454545
ESO 352- G 057,LBS0P,0.23,85.5,261.9,-80.3,5566,4.347826087
MCG -01-04-008,SAS5*,0.07,85.9,136.1,-68.2,5808,14.28571429
ESO 576- G 034,S/Irr,0.2,86,312.1,42.2,5877,5
ESO 031- G 015,SB,0.2,86.7,289.6,-39,7962,5
ESO 545- G 013,SXS5,0.2,86.7,197.4,-67.2,10096,5
NGC 5152,SBS3,0.62,86.7,312.3,32.6,4321,1.612903226
ESO 300- G 009,Sab,0.19,87,245.7,-59.6,5821,5.263157895
NGC 0495,PSBS0P*,0.3,87.1,130.4,-28.9,4260,3.333333333
ESO 545- G 013,SXS5,0.47,87.5,197.4,-67.2,10096,2.127659574
UGC 03576,SBS3,0.048,87.5,166.3,20.7,5994,20.83333333
NGC 0382,E...*,0.14,87.9,126.8,-30.3,5369,7.142857143
IC 1844,Sbc,0.22,88.8,169.7,-49,6750,4.545454545
ESO 147- G 010,S.4?P/,0.2,89.1,329.3,-52.5,10567,5
"IC 4330, ESO 445- G 027",SBT5,0.29,89.5,317.6,32.9,11371,3.448275862
UGC 03770,I..9,0.25,89.7,194.2,15.5,6317,4
NGC 4704,SBT4P,0.043,90.9,124.9,75.2,8223,23.25581395
ESO 545- G 018,S,0.2,91.6,197.9,-66.6,9928,5
NGC 4712,SAS4,0.21,91.6,288.7,88.3,4385,4.761904762
NGC 2320,E,0.14,92,166.4,22.8,5770,7.142857143
NGC 7200,E+..*,0.41,92.3,345.4,-51.3,2850,2.43902439
ESO 573- G 014,S?,0.22,92.5,293.7,40.3,6750,4.545454545
UGC 04195,SBR3,0.14,92.9,149.1,32,4986,7.142857143
UGC 11064,S..6*,0.22,93.7,53.4,23.3,7222,4.545454545
IC 0126,S?,0.14,93.8,144.6,-63.2,5755,7.142857143
ESO 317- G 041,SBR4*P,0.08,93.8,276.9,13.6,5573,12.5
NGC 4493,E+..P*,0.03,94.6,291.7,63,6773,33.33333333
UGC 03770,I..9,0.029,94.6,194.2,15.5,6317,34.48275862
ESO 383- G 032,RS..4*,0.091,94.7,313.2,27.8,7067,10.98901099
NGC 6986,LB.-?,0.22,95,28.8,-35.7,8720,4.545454545
UGC 03770,I..9,0.101,95.3,194.2,15.5,6317,9.900990099
NGC 4881,E+,0.2,95.5,64.1,87.8,6720,5
ESO 445- G 066,SBR2,0.034,95.7,318.2,30.3,7141,29.41176471
ESO 300- G 009,Sab,0.22,96.3,245.7,-59.6,5821,4.545454545
ESO 031- G 015,SB,0.2,97.3,289.6,-39,7962,5
NGC 4493,E+..P*,0.19,97.3,291.7,63,6773,5.263157895
ESO 445- G 066,SBR2,0.19,97.6,318.2,30.3,7141,5.263157895
ESO 297- G 036,S..5*,0.23,97.7,255.1,-72.3,11040,4.347826087
UGC 12133,S..6*,0.24,98.5,76.5,-42.1,7586,4.166666667
ESO 352- G 057,LBS0P,0.14,98.6,261.9,-80.3,5566,7.142857143
UGC 11064,S..6*,0.036,98.7,53.4,23.3,7222,27.77777778
ESO 383- G 032,RS..4*,0.19,99.1,313.2,27.8,7067,5.263157895
ESO 545- G 018,S,0.2,100,197.9,-66.6,9928,5
ESO 508- G 067,S...?,0.24,100,312.5,38.4,7568,4.166666667
ESO 147- G 010,S.4?P/,0.2,101,329.3,-52.5,10567,5
ESO 508- G 067,S...?,0.27,101,312.5,38.4,7568,3.703703704
UGC 03770,I..9,0.21,101,194.2,15.5,6317,4.761904762
NGC 4881,E+,0.31,102,64.1,87.8,6720,3.225806452
ESO 445- G 066,SBR2,0.21,102,318.2,30.3,7141,4.761904762
NGC 4493,E+..P*,0.2,102,291.7,63,6773,5
NGC 4704,SBT4P,0.2,102,124.9,75.2,8223,5
NGC 2623,P,0.14,102,198.8,34,5464,7.142857143
ESO 508- G 067,S...?,0.103,102,312.5,38.4,7568,9.708737864
UGC 12133,S..6*,0.06,102,76.5,-42.1,7586,16.66666667
ESO 383- G 032,RS..4*,0.017,102,313.2,27.8,7067,58.82352941
"NGC 4908, IC 4051",E.5,0.17,103,57.1,87.7,8819,5.882352941
ESO 300- G 009,Sab,0.14,103,245.7,-59.6,5821,7.142857143
ESO 573- G 014,S?,0.021,103,293.7,40.3,6750,47.61904762
UGC 11064,S..6*,0.21,104,53.4,23.3,7222,4.761904762
"NGC 4908, IC 4051",E.5,0.2,104,57.1,87.7,8819,5
NGC 4704,SBT4P,0.079,104,124.9,75.2,8223,12.65822785
UGC 01993,S..3,0.25,105,143.3,-19.5,8139,4
"NGC 4908, IC 4051",E.5,0.12,105,57.1,87.7,8819,8.333333333
UGC 11064,S..6*,0.094,105,53.4,23.3,7222,10.63829787
"NGC 4908, IC 4051",E.5,0.16,107,57.1,87.7,8819,6.25
IC 1844,Sbc,0.14,107,169.7,-49,6750,7.142857143
NGC 4874,E+0,0.12,107,58.1,88,7166,8.333333333
ESO 445- G 066,SBR2,0.092,107,318.2,30.3,7141,10.86956522
NGC 4881,E+,0.23,108,64.1,87.8,6720,4.347826087
UGC 03576,SBS3,0.14,108,166.3,20.7,5994,7.142857143
NGC 4493,E+..P*,0.094,108,291.7,63,6773,10.63829787
ESO 508- G 067,S...?,0.14,109,312.5,38.4,7568,7.142857143
NGC 5772,SAR3*,0.25,110,69.2,61.8,5026,4
UGC 12133,S..6*,0.102,110,76.5,-42.1,7586,9.803921569
CGCG 180-022,,0.062,110,186.6,39.6,7497,16.12903226
NGC 4520,LA.-P/,0.048,110,295.3,55.2,7516,20.83333333
NGC 4926,LA.-*,0.2,111,45.6,87.6,7906,5
UGC 01993,S..3,0.032,111,143.3,-19.5,8139,31.25
UGC 09401,S?,0.42,114,26,65.6,5680,2.380952381
"NGC 3644, IC 0684",PSB.1P*,0.25,114,257.6,57.5,7015,4
UGC 03770,I..9,0.14,114,194.2,15.5,6317,7.142857143
UGC 01993,S..3,0.084,114,143.3,-19.5,8139,11.9047619
ESO 471- G 027,L?,0.067,114,25.9,-76.8,8917,14.92537313
MCG +01-02-004,Sbc,0.2,115,110.4,-55.4,7576,5
NGC 4520,LA.-P/,0.21,115,295.3,55.2,7516,4.761904762
UGC 12133,S..6*,0.2,115,76.5,-42.1,7586,5
ESO 508- G 067,S...?,0.094,115,312.5,38.4,7568,10.63829787
IC 3690,S?,0.021,115,295.6,73.1,7564,47.61904762
NGC 4704,SBT4P,0.3,116,124.9,75.2,8223,3.333333333
CGCG 224-104,SO,0.041,117,64.4,39.7,8899,24.3902439
CGCG 180-022,,0.2,118,186.6,39.6,7497,5
MCG +03-44-003,SBa,0.2,118,37.7,28.4,9185,5
IC 4232,S..4*P,0.049,118,311.8,36.2,9146,20.40816327
CGCG 180-022,,0.14,119,186.6,39.6,7497,7.142857143
"PKS B2201+044, PGC 067974","E, BLLAC",0.2,120,64.7,-38.6,8410,5
IC 3690,S?,0.19,121,295.6,73.1,7564,5.263157895
NGC 4493,E+..P*,0.14,121,291.7,63,6773,7.142857143
ESO 445- G 066,SBR2,0.14,122,318.2,30.3,7141,7.142857143
IC 1601,S?,0.16,123,140.6,-86.9,3642,6.25
ESO 471- G 027,L?,0.21,124,25.9,-76.8,8917,4.761904762
IC 4232,S..4*P,0.2,124,311.8,36.2,9146,5
MCG +03-44-003,SBa,0.091,124,37.7,28.4,9185,10.98901099
MCG +03-44-003,SBa,0.028,124,37.7,28.4,9185,35.71428571
ESO 439- G 018,SXR4,0.075,126,285.4,28,8732,13.33333333
ESO 439- G 018,SXR4,0.22,127,285.4,28,8732,4.545454545
NGC 6038,S..5,0.2,127,59.7,48.7,9532,5
IC 3690,S?,0.141,127,295.6,73.1,7564,7.092198582
UGC 12133,S..6*,0.14,127,76.5,-42.1,7586,7.142857143
ESO 439- G 018,SXR4,0.013,127,285.4,28,8732,76.92307692
UGC 01993,S..3,0.3,128,143.3,-19.5,8139,3.333333333
UGC 01993,S..3,0.2,130,143.3,-19.5,8139,5
MCG +08-25-047,Sa,0.23,131,99.6,65,8087,4.347826087
IC 3690,S?,0.2,131,295.6,73.1,7564,5
"MRK 0421, 1ES 1101+384","S?, BLLAC",0.2,133,179.8,65,9003,5
CGCG 224-104,SO,0.19,134,64.4,39.7,8899,5.263157895
MCG +08-25-047,Sa,0.03,134,99.6,65,8087,33.33333333
FCCB 1147,E(M32?),0.112,135,232.6,-53.9,11355,8.928571429
NGC 6038,S..5,0.037,135,59.7,48.7,9532,27.02702703
UGC 11064,S..6*,0.14,136,53.4,23.3,7222,7.142857143
IC 3690,S?,0.14,136,295.6,73.1,7564,7.142857143
[QQH97] J234014.21+261211.8,S:,0.27,137,103.6,-34,10201,3.703703704
IC 4423,S?,0.22,137,36,68.8,9125,4.545454545
ESO 471- G 027,L?,0.14,137,25.9,-76.8,8917,7.142857143
CGCG 016-058,Sa,0.28,138,318,59.8,10324,3.571428571
[QQH97] J234014.21+261211.8,S:,0.053,138,103.6,-34,10201,18.86792453
NGC 6038,S..5,0.074,140,59.7,48.7,9532,13.51351351
[P96] J003618.17+112334.7,SBc,0.19,141,117,-51.3,10719,5.263157895
MCG +08-25-047,Sa,0.21,142,99.6,65,8087,4.761904762
[P96] J003618.17+112334.7,SBc,0.069,142,117,-51.3,10719,14.49275362
NGC 6038,S..5,0.19,143,59.7,48.7,9532,5.263157895
NGC 4520,LA.-P/,0.14,143,295.3,55.2,7516,7.142857143
IC 4232,S..4*P,0.14,144,311.8,36.2,9146,7.142857143
CGCG 016-058,Sa,0.036,145,318,59.8,10324,27.77777778
MCG +06-06-012,S,0.19,146,141.4,-22.3,8651,5.263157895
[MH92d] 074119.0-622406,Sa,0.057,146,274.6,-18.3,10377,17.54385965
[P96] J003618.17+112334.7,SBc,0.038,146,117,-51.3,10719,26.31578947
MCG +08-25-047,Sa,0.2,147,99.6,65,8087,5
MCG +03-44-003,SBa,0.2,147,37.7,28.4,9185,5
MCG +11-19-025,,0.2,149,99.9,42.2,10771,5
[MH92d] 074119.0-622406,Sa,0.19,149,274.6,-18.3,10377,5.263157895
CGCG 224-104,SO,0.14,151,64.4,39.7,8899,7.142857143
MCG +03-44-003,SBa,0.14,153,37.7,28.4,9185,7.142857143
[QQH97] J234014.21+261211.8,S:,0.08,153,103.6,-34,10201,12.5
CGCG 016-058,Sa,0.2,154,318,59.8,10324,5
UGC 10432,S..3,0.19,159,65.2,43.3,9943,5.263157895
MCG +06-06-012,S,0.2,161,141.4,-22.3,8651,5
MCG +11-19-025,,0.066,161,99.9,42.2,10771,15.15151515
[QQH97] J234014.21+261211.8,S:,0.2,162,103.6,-34,10201,5
[MH92d] 074119.0-622406,Sa,0.19,165,274.6,-18.3,10377,5.263157895
[P96] J003618.17+112334.7,SBc,0.19,165,117,-51.3,10719,5.263157895
NGC 6038,S..5,0.14,165,59.7,48.7,9532,7.142857143
[P95c] J224541-0845.2,S,0.035,165,58.7,-55,14698,28.57142857
CGCG 044-035,S?,0.26,166,318.7,69.1,7137,3.846153846
MCG +08-25-047,Sa,0.14,166,99.6,65,8087,7.142857143
ESO 291- G 011,SB(s)0/a,0.19,167,344.1,-63.9,12584,5.263157895
[P96] J003618.17+112334.7,SBc,0.14,168,117,-51.3,10719,7.142857143
MCG +11-19-025,,0.031,168,99.9,42.2,10771,32.25806452
ESO 291- G 011,SB(s)0/a,0.059,173,344.1,-63.9,12584,16.94915254
WOOTS J110136.37-060631.6,,0.22,174,260.2,47.5,11601,4.545454545
WOOTS J110136.37-060631.6,,0.057,174,260.2,47.5,11601,17.54385965
LSBG F119-024,Sbc,0.22,177,267.9,-37.3,12998,4.545454545
[QQH97] J234014.21+261211.8,S:,0.14,177,103.6,-34,10201,7.142857143
"SGC 1955.1-5624, PGC 063925",LAS0?,0.026,177,341.5,-31.5,11693,38.46153846
[M92b] 100643-2624.0,S,0.21,178,263.5,23.5,12977,4.761904762
ESO 291- G 011,SB(s)0/a,0.025,178,344.1,-63.9,12584,40
MCG -01-04-039,S,0.2,180,144,-66.1,14014,5
[P95c] J224541-0845.2,S,0.051,180,58.7,-55,14698,19.60784314
[HM93a] 100125-3513.1,E3/S01,0.22,181,268.4,15.9,20310,4.545454545
"SGC 1955.1-5624, PGC 063925",LAS0?,0.19,182,341.5,-31.5,11693,5.263157895
[M92b] 100643-2624.0,S,0.079,182,263.5,23.5,12977,12.65822785
MCG +11-19-025,,0.18,183,99.9,42.2,10771,5.555555556
[MH92d] 074119.0-622406,Sa,0.14,183,274.6,-18.3,10377,7.142857143
UGC 00607,S..6?,0.044,185,125.7,-50.1,11753,22.72727273
CGCG 016-058,Sa,0.14,188,318,59.8,10324,7.142857143
[TB93] 2131.14-6257.7,SB0,0.19,190,330.8,-42.2,14618,5.263157895
"MRK 0180, VII Zw 412",BLLAC,0.2,192,131.9,45.6,13270,5
[P95c] J224541-0845.2,S,0.2,192,58.7,-55,14698,5
MCG +11-19-025,,0.14,192,99.9,42.2,10771,7.142857143
ESO 291- G 011,SB(s)0/a,0.19,194,344.1,-63.9,12584,5.263157895
CGCG 307-023,E,0.28,195,149.7,17.2,14436,3.571428571
[P95c] J224541-0845.2,S,0.22,195,58.7,-55,14698,4.545454545
FCCB 1147,E(M32?),0.14,197,232.6,-53.9,11355,7.142857143
LSBG F119-024,Sbc,0.033,197,267.9,-37.3,12998,30.3030303
CGCG 307-023,E,0.077,200,149.7,17.2,14436,12.98701299
UGC 11149,Sb,0.26,201,77.7,26.7,16422,3.846153846
[HM93] 132819-3257.6,E5/S01,0.19,202,312.4,28.9,15043,5.263157895
[TB93] 2131.14-6257.7,SB0,0.045,202,330.8,-42.2,14618,22.22222222
[TB93] 2131.14-6257.7,SB0,0.017,203,330.8,-42.2,14618,58.82352941
CGCG 236-015 NED01,,0.16,206,174.6,29.9,14699,6.25
[HM93a] 100125-3513.1,E3/S01,0.063,207,268.4,15.9,20310,15.87301587
UGC 00607,S..6?,0.18,208,125.7,-50.1,11753,5.555555556
UGC 11149,Sb,0.054,208,77.7,26.7,16422,18.51851852
ESO 156- G 008,E0+S0 P,0.24,210,265,-48.9,16924,4.166666667
WOOTS J110136.37-060631.6,,0.14,210,260.2,47.5,11601,7.142857143
"SGC 1955.1-5624, PGC 063925",LAS0?,0.14,212,341.5,-31.5,11693,7.142857143
LSBG F119-024,Sbc,0.057,212,267.9,-37.3,12998,17.54385965
UGC 11149,Sb,0.096,213,77.7,26.7,16422,10.41666667
[HM93a] 100125-3513.1,E3/S01,0.06,217,268.4,15.9,20310,16.66666667
ESO 291- G 011,SB(s)0/a,0.14,218,344.1,-63.9,12584,7.142857143
[HM93] 132819-3257.6,E5/S01,0.036,218,312.4,28.9,15043,27.77777778
[M92b] 100643-2624.0,S,0.14,221,263.5,23.5,12977,7.142857143
[TB93] 2131.14-6257.7,SB0,0.21,222,330.8,-42.2,14618,4.761904762
"3C 371, 1ES 1807+698","E, BLLAC",0.2,223,100.1,29.2,15496,5
UGC 00607,S..6?,0.14,224,125.7,-50.1,11753,7.142857143
CGCG 307-023,E,0.2,229,149.7,17.2,14436,5
UGC 11149,Sb,0.18,235,77.7,26.7,16422,5.555555556
ESO 156- G 008,E0+S0 P,0.04,235,265,-48.9,16924,25
[HM93] 132819-3257.6,E5/S01,0.047,236,312.4,28.9,15043,21.27659574
LSBG F119-024,Sbc,0.18,237,267.9,-37.3,12998,5.555555556
UGC 05691,Sb,0.023,237,214.1,57.4,15968,43.47826087
"I Zw 187, PGC 060348",BLLAC,0.2,238,77.1,33.5,16804,5
1ES 2344+514,BLLAC,0.2,241,112.9,-9.9,12900,5
"ESO 362- G 021, PKS B0521-365","N gal, BLLAC",0.2,241,240.6,-32.7,16412,5
"ESO 514- G 001, AP Librae","N gal, BLLAC",0.2,243,340.7,27.6,12534,5
[HM93a] 100125-3513.1,E3/S01,0.19,243,268.4,15.9,20310,5.263157895
LSBG F119-024,Sbc,0.14,243,267.9,-37.3,12998,7.142857143
UGC 11149,Sb,0.14,245,77.7,26.7,16422,7.142857143
[TB93] 2131.14-6257.7,SB0,0.14,249,330.8,-42.2,14618,7.142857143
