Galaxy Name,Type (RC3),err,D,GLON,GLAT,Vgsr (RC3),wts
"M106, NGC 4258",SXS4,0.1,8.05,138.3,68.8,510,10
NGC 6744,SXR4,0.2,8.09,332.2,-26.1,746,5
UGC 11583,Irr,0.2,8.2,95.6,12.3,353,5
"M51, NGC 5194",SAS4P,0.2,8.2,104.9,68.6,551,5
NGC 1637,SXT5,0.2,8.2,199.6,-30,639,5
DDO 169,IA.9,0.2,8.23,111.5,69.1,342,5
UGC 04998,I..9*,0.2,8.24,144.7,38.9,735,5
"DDO 185, UGC 08837",IBS9./,0.2,8.3,103.7,60.8,259,5
"M101, NGC 5457",SXT6,0.04,8.32,102,59.8,360,25
NGC 0891,SAS3$/,0.14,8.36,140.4,-17.4,661,7.142857143
"M101, NGC 5457",SXT6,0.04,8.36,102,59.8,360,25
NGC 3412,LBS0,0.2,8.39,232.9,58.7,772,5
NGC 1553,LAR0,0.41,8.4,265.6,-43.7,946,2.43902439
"M51, NGC 5194",SAS4P,0.15,8.4,104.9,68.6,551,6.666666667
"M106, NGC 4258",SXS4,0.05,8.43,138.3,68.8,510,20
UGC 3817,I..9*,0.2,8.55,172.9,24.1,459,5
UGC 07298,I..9*,0.2,8.59,135.2,64.1,247,5
"M51, NGC 5194",SAS4P,0.2,8.6,104.9,68.6,551,5
NGC 2835,SBT5,0.2,8.6,251.4,18.5,679,5
NGC 0925,SXS7,0.1,8.63,144.9,-25.2,665,10
LSBC D564-08,dI,0.2,8.67,207.6,37.6,401,5
NGC 3556,SBS6./,0.2,8.67,148.3,56.3,763,5
NGC 5585,SXS7,0.2,8.7,101,56.5,436,5
IC 3635,S..6?,0.2,8.7,291.9,75.5,1518,5
NGC 2903,SXT4,0.2,8.71,208.7,44.5,476,5
NGC 6684,PLBS0,0.41,8.72,330.3,-24.2,746,2.43902439
"M66, NGC 3627",SXS3,0.07,8.73,242,64.4,643,14.28571429
NGC 0925,SXS7,0.06,8.78,144.9,-25.2,665,16.66666667
NGC 2903,SXT4,0.2,8.79,208.7,44.5,476,5
NGC 3412,LBS0,0.2,8.8,232.9,58.7,772,5
NGC 0925,SXS7,0.1,8.83,144.9,-25.2,665,10
NGC 0925,SXS7,0.06,8.83,144.9,-25.2,665,16.66666667
"M104, NGC 4594",SAS1./,0.06,8.87,298.5,51.1,969,16.66666667
NGC 0925,SXS7,0.06,8.89,144.9,-25.2,665,16.66666667
NGC 2903,SXT4,0.2,8.9,208.7,44.5,476,5
"M85, NGC 4382",LAS+P,0.2,8.9,267.7,79.2,686,5
"M94, NGC 4736",RSAR2,0.2,8.95,123.4,76,360,5
NGC 0925,SXS7,0.06,8.97,144.9,-25.2,665,16.66666667
"M95, NGC 3351",SBR3,0.08,8.99,234,56.4,677,12.5
"M66, NGC 3627",SXS3,0.07,8.99,242,64.4,643,14.28571429
NGC 0925,SXS7,0.07,8.99,144.9,-25.2,665,14.28571429
NGC 0925,SXS7,0.06,8.99,144.9,-25.2,665,16.66666667
DDO 013,I..9,0.4,9.04,139.7,-45.4,727,2.5
NGC 0925,SXS7,0.05,9.04,144.9,-25.2,665,20
LSBC D565-06,dI,0.2,9.08,207.4,41.8,410,5
"M104, NGC 4594",SAS1./,0.18,9.08,298.5,51.1,969,5.555555556
"M66, NGC 3627",SXS3,0.15,9.08,242,64.4,643,6.666666667
"M66, NGC 3627",SXS3,0.13,9.08,242,64.4,643,7.692307692
"M96, NGC 3368",SXT2,0.1,9.08,234.4,57,798,10
"M66, NGC 3627",SXS3,0.17,9.09,242,64.4,643,5.882352941
NGC 3115,L..-./,0.3,9.12,247.8,36.8,492,3.333333333
NGC 0925,SXS7,0.16,9.12,144.9,-25.2,665,6.25
"M66, NGC 3627",SXS3,0.06,9.12,242,64.4,643,16.66666667
NGC 0925,SXS7,0.06,9.12,144.9,-25.2,665,16.66666667
NGC 0925,SXS7,0.04,9.12,144.9,-25.2,665,25
"M96, NGC 3368",SXT2,0.14,9.16,234.4,57,798,7.142857143
"M95, NGC 3351",SBR3,0.09,9.16,234,56.4,677,11.11111111
NGC 0925,SXS7,0.04,9.16,144.9,-25.2,665,25
NGC 2683,SAT3,0.2,9.2,190.5,38.8,370,5
NGC 0925,SXS7,0.19,9.2,144.9,-25.2,665,5.263157895
NGC 0925,SXS7,0.06,9.25,144.9,-25.2,665,16.66666667
NGC 0925,SXS7,0.06,9.26,144.9,-25.2,665,16.66666667
"M95, NGC 3351",SBR3,0.2,9.29,234,56.4,677,5
NGC 0925,SXS7,0.08,9.29,144.9,-25.2,665,12.5
NGC 0925,SXS7,0.04,9.29,144.9,-25.2,665,25
"NGC 3377A, UGC 05889",SXS9,0.2,9.33,231,58.3,481,5
"M95, NGC 3351",SBR3,0.16,9.33,234,56.4,677,6.25
NGC 6744,SXR4,0.1,9.33,332.2,-26.1,746,10
"M95, NGC 3351",SBR3,0.09,9.33,234,56.4,677,11.11111111
NGC 4627,E.4.P,0.15,9.38,143,84.2,785,6.666666667
"M104, NGC 4594",SAS1./,0.09,9.38,298.5,51.1,969,11.11111111
"M66, NGC 3627",SXS3,0.08,9.38,242,64.4,643,12.5
NGC 3384,LBS-*,0.2,9.4,233.5,57.8,639,5
LSBC D634-03,dI,0.2,9.46,214.7,36.9,211,5
"M95, NGC 3351",SBR3,0.08,9.46,234,56.4,677,12.5
NGC 4697,E.6,0.07,9.51,301.6,57.1,1137,14.28571429
NGC 4490,SBS7P,1.16,9.55,138,74.9,625,0.862068966
"M105, NGC 3379",E.1,0.11,9.55,233.5,57.6,793,9.090909091
"M95, NGC 3351",SBR3,0.09,9.56,234,56.4,677,11.11111111
"M66, NGC 3627",SXS3,0.2,9.59,242,64.4,643,5
NGC 4460,LBS+$/,0.19,9.59,135.8,71.7,583,5.263157895
"M105, NGC 3379",E.1,0.09,9.59,233.5,57.6,793,11.11111111
"M95, NGC 3351",SBR3,0.06,9.59,234,56.4,677,16.66666667
"M96, NGC 3368",SXT2,0.15,9.6,234.4,57,798,6.666666667
"M95, NGC 3351",SBR3,0.09,9.61,234,56.4,677,11.11111111
"M96, NGC 3368",SXT2,0.22,9.64,234.4,57,798,4.545454545
"M95, NGC 3351",SBR3,0.09,9.64,234,56.4,677,11.11111111
"M95, NGC 3351",SBR3,0.09,9.67,234,56.4,677,11.11111111
NGC 0988,SBS6*,0.2,9.68,182,-59.7,1489,5
NGC 3115,L..-./,0.09,9.68,247.8,36.8,492,11.11111111
NGC 4144,SXS6$/,0.2,9.7,143.2,69,321,5
UGC 07399A,"dE5,N",0.2,9.7,265.1,78,1430,5
NGC 4494,E.1+,0.41,9.7,228.6,85.3,1316,2.43902439
"M95, NGC 3351",SBR3,0.09,9.71,234,56.4,677,11.11111111
"M96, NGC 3368",SXT2,0.13,9.72,234.4,57,798,7.692307692
NGC 0855,E,0.17,9.73,144.4,-31.5,672,5.882352941
"M66, NGC 3627",SXS3,0.17,9.75,242,64.4,643,5.882352941
"M95, NGC 3351",SBR3,0.09,9.75,234,56.4,677,11.11111111
"M104, NGC 4594",SAS1./,0.18,9.77,298.5,51.1,969,5.555555556
NGC 3115,L..-./,0.09,9.77,247.8,36.8,492,11.11111111
"M105, NGC 3379",E.1,0.2,9.8,233.5,57.6,793,5
NGC 4494,E.1+,0.2,9.8,228.6,85.3,1316,5
NGC 2784,LAS0*,0.25,9.8,252,16.4,478,4
"M96, NGC 3368",SXT2,0.1,9.8,234.4,57,798,10
"M105, NGC 3379",E.1,0.11,9.82,233.5,57.6,793,9.090909091
NGC 1023,LBT-,0.1,9.82,145,-19.1,749,10
NGC 0891,SAS3$/,0.08,9.82,140.4,-17.4,661,12.5
NGC 3377,E.5+,0.03,9.82,231.2,58.3,600,33.33333333
NGC 0891,SAS3$/,0.16,9.86,140.4,-17.4,661,6.25
NGC 1023,LBT-,0.13,9.86,145,-19.1,749,7.692307692
"M66, NGC 3627",SXS3,0.09,9.86,242,64.4,643,11.11111111
"M96, NGC 3368",SXT2,0.06,9.86,234.4,57,798,16.66666667
NGC 3384,LBS-*,0.11,9.9,233.5,57.8,639,9.090909091
"M95, NGC 3351",SBR3,0.09,9.9,234,56.4,677,11.11111111
NGC 5055,SAT4,0.2,9.95,106,74.3,571,5
NGC 3377,E.5+,0.15,9.95,231.2,58.3,600,6.666666667
NGC 0891,SAS3$/,0.13,9.95,140.4,-17.4,661,7.692307692
"M66, NGC 3627",SXS3,0.08,9.95,242,64.4,643,12.5
"M66, NGC 3627",SXS3,0.2,10,242,64.4,643,5
NGC 3412,LBS0,0.41,10,232.9,58.7,772,2.43902439
NGC 4565,SAS3$/,0.3,10,230.8,86.4,1221,3.333333333
"M104, NGC 4594",SAS1./,0.2,10,298.5,51.1,969,5
"M104, NGC 4594",SAS1./,0.2,10,298.5,51.1,969,5
NGC 4278,E.1+,0.19,10,193.8,82.8,647,5.263157895
NGC 2903,SXT4,0.13,10,208.7,44.5,476,7.692307692
"M95, NGC 3351",SBR3,0.09,10,234,56.4,677,11.11111111
"M95, NGC 3351",SBR3,0.09,10,234,56.4,677,11.11111111
"M95, NGC 3351",SBR3,0.08,10,234,56.4,677,12.5
NGC 3115,L..-./,0.07,10,247.8,36.8,492,14.28571429
"M95, NGC 3351",SBR3,0.07,10,234,56.4,677,14.28571429
NGC 3384,LBS-*,0.2,10.1,233.5,57.8,639,5
"M85, NGC 4382",LAS+P,0.41,10.1,267.7,79.2,686,2.43902439
NGC 3115,L..-./,0.15,10.1,247.8,36.8,492,6.666666667
"M66, NGC 3627",SXS3,0.11,10.1,242,64.4,643,9.090909091
"M66, NGC 3627",SXS3,0.08,10.1,242,64.4,643,12.5
NGC 3384,LBS-*,0.2,10.2,233.5,57.8,639,5
"M66, NGC 3627",SXS3,0.2,10.2,242,64.4,643,5
NGC 2835,SBT5,0.2,10.2,251.4,18.5,679,5
NGC 4278,E.1+,0.16,10.2,193.8,82.8,647,6.25
"M95, NGC 3351",SBR3,0.16,10.2,234,56.4,677,6.25
"M95, NGC 3351",SBR3,0.08,10.2,234,56.4,677,12.5
"M96, NGC 3368",SXT2,0.06,10.2,234.4,57,798,16.66666667
"DDO 052, UGC 04426",I..9*,0.2,10.3,179.1,35.2,393,5
NGC 2903,SXT4,0.2,10.3,208.7,44.5,476,5
NGC 3377,E.5+,0.2,10.3,231.2,58.3,600,5
NGC 1553,LAR0,0.2,10.3,265.6,-43.7,946,5
NGC 4697,E.6,0.2,10.3,301.6,57.1,1137,5
NGC 4697,E.6,0.2,10.3,301.6,57.1,1137,5
NGC 3990,L..-*/,0.28,10.3,138.3,60,776,3.571428571
"M66, NGC 3627",SXS3,0.17,10.3,242,64.4,643,5.882352941
"M66, NGC 3627",SXS3,0.17,10.3,242,64.4,643,5.882352941
NGC 5055,SAT4,0.07,10.3,106,74.3,571,14.28571429
DDO 147,I..9*,0.2,10.4,128.4,80.6,369,5
"M95, NGC 3351",SBR3,0.2,10.4,234,56.4,677,5
NGC 1023,LBT-,0.41,10.4,145,-19.1,749,2.43902439
NGC 1023,LBT-,0.26,10.4,145,-19.1,749,3.846153846
"M96, NGC 3368",SXT2,0.22,10.4,234.4,57,798,4.545454545
"M96, NGC 3368",SXT2,0.22,10.4,234.4,57,798,4.545454545
"M96, NGC 3368",SXT2,0.17,10.4,234.4,57,798,5.882352941
NGC 4565,SAS3$/,0.15,10.4,230.8,86.4,1221,6.666666667
"M95, NGC 3351",SBR3,0.14,10.4,234,56.4,677,7.142857143
"M66, NGC 3627",SXS3,0.1,10.4,242,64.4,643,10
NGC 1023,LBT-,0.09,10.4,145,-19.1,749,11.11111111
IC 2233,SBS7*/,0.08,10.4,174.1,33.1,577,12.5
"M105, NGC 3379",E.1,0.08,10.4,233.5,57.6,793,12.5
NGC 5585,SXS7,0.52,10.5,101,56.5,436,1.923076923
"M88, NGC 4501",SAT3,0.24,10.5,282.3,76.5,2233,4.166666667
NGC 3384,LBS-*,0.13,10.5,233.5,57.8,639,7.692307692
NGC 4565,SAS3$/,0.13,10.5,230.8,86.4,1221,7.692307692
"M96, NGC 3368",SXT2,0.1,10.5,234.4,57,798,10
NGC 4697,E.6,0.1,10.5,301.6,57.1,1137,10
"M95, NGC 3351",SBR3,0.07,10.5,234,56.4,677,14.28571429
"M96, NGC 3368",SXT2,0.06,10.5,234.4,57,798,16.66666667
UGC 04998,I..9*,0.18,10.52,144.7,38.9,735,5.555555556
NGC 1058,SAT5,0.2,10.6,146.4,-20.4,629,5
NGC 0045,SAS8,0.35,10.6,55.9,-80.7,493,2.857142857
"M105, NGC 3379",E.1,0.11,10.6,233.5,57.6,793,9.090909091
"M66, NGC 3627",SXS3,0.08,10.6,242,64.4,643,12.5
"M66, NGC 3627",SXS3,0.08,10.6,242,64.4,643,12.5
"M96, NGC 3368",SXT2,0.07,10.6,234.4,57,798,14.28571429
NGC 3377,E.5+,0.2,10.7,231.2,58.3,600,5
NGC 1023,LBT-,0.2,10.7,145,-19.1,749,5
NGC 3377,E.5+,0.43,10.7,231.2,58.3,600,2.325581395
"M105, NGC 3379",E.1,0.15,10.7,233.5,57.6,793,6.666666667
"M105, NGC 3379",E.1,0.14,10.7,233.5,57.6,793,7.142857143
"M105, NGC 3379",E.1,0.11,10.7,233.5,57.6,793,9.090909091
"M96, NGC 3368",SXT2,0.1,10.7,234.4,57,798,10
"M66, NGC 3627",SXS3,0.08,10.7,242,64.4,643,12.5
NGC 6221,SBS5,0.2,10.8,329.7,-9.6,1368,5
NGC 4697,E.6,0.41,10.8,301.6,57.1,1137,2.43902439
NGC 3384,LBS-*,0.14,10.8,233.5,57.8,639,7.142857143
"M96, NGC 3368",SXT2,0.1,10.8,234.4,57,798,10
"M66, NGC 3627",SXS3,0.08,10.8,242,64.4,643,12.5
NGC 3377,E.5+,0.05,10.8,231.2,58.3,600,20
NGC 1316,LXS0P,0.2,10.9,240.2,-56.7,1674,5
NGC 4742,E.4.*,0.41,10.9,303.1,52.4,1176,2.43902439
NGC 6673,LXS-*,0.23,10.9,333.3,-23.1,1036,4.347826087
UGC 08799,I..9?,0.23,10.9,340.3,64.1,1107,4.347826087
"M95, NGC 3351",SBR3,0.08,10.9,234,56.4,677,12.5
NGC 5866,LA.+./,0.2,11,92,52.5,916,5
UGCA 020,I..9,0.4,11,139.2,-41.3,603,2.5
"M96, NGC 3368",SXT2,0.1,11,234.4,57,798,10
"M96, NGC 3368",SXT2,0.1,11,234.4,57,798,10
"M66, NGC 3627",SXS3,0.08,11,242,64.4,643,12.5
NGC 3184,SXT6,0.2,11.1,178.3,55.6,596,5
NGC 4697,E.6,0.2,11.1,301.6,57.1,1137,5
NGC 4725,SXR2P,0.2,11.1,295.1,88.4,1207,5
IC 3735,E?,0.2,11.1,296.6,76.5,1854,5
NGC 4565,SAS3$/,0.2,11.1,230.8,86.4,1221,5
UGC 05944,I..9,0.17,11.1,233,58.5,974,5.882352941
"M66, NGC 3627",SXS3,0.12,11.1,242,64.4,643,8.333333333
NGC 6300,SBT3,0.08,11.1,328.5,-14.1,997,12.5
"M105, NGC 3379",E.1,0.06,11.1,233.5,57.6,793,16.66666667
"M96, NGC 3368",SXT2,0.2,11.2,234.4,57,798,5
"M96, NGC 3368",SXT2,0.18,11.2,234.4,57,798,5.555555556
NGC 3377,E.5+,0.09,11.2,231.2,58.3,600,11.11111111
NGC 3489,LXT+,0.09,11.2,234.4,60.9,613,11.11111111
"M66, NGC 3627",SXS3,0.08,11.2,242,64.4,643,12.5
"M66, NGC 3627",SXS3,0.08,11.2,242,64.4,643,12.5
NGC 2541,SAS6,0.05,11.2,170.2,33.5,586,20
NGC 2541,SAS6,0.05,11.2,170.2,33.5,586,20
NGC 2090,SAT5,0.2,11.3,239.5,-27.4,746,5
NGC 4725,SXR2P,0.2,11.3,295.1,88.4,1207,5
NGC 3056,RLAS+*,0.25,11.3,262.1,20.2,803,4
NGC 0949,SAT3*$,0.18,11.3,144.1,-21.6,728,5.555555556
NGC 3412,LBS0,0.14,11.3,232.9,58.7,772,7.142857143
NGC 3377,E.5+,0.09,11.3,231.2,58.3,600,11.11111111
IC 3328,E?,0.2,11.4,282.4,71.9,939,5
NGC 3115,L..-./,0.41,11.4,247.8,36.8,492,2.43902439
NGC 1023,LBT-,0.16,11.4,145,-19.1,749,6.25
NGC 2090,SAT5,0.04,11.4,239.5,-27.4,746,25
NGC 3184,SXT6,0.2,11.5,178.3,55.6,596,5
NGC 1637,SXT5,0.2,11.5,199.6,-30,639,5
"M96, NGC 3368",SXT2,0.2,11.5,234.4,57,798,5
NGC 1559,SBS6,0.2,11.5,274.5,-41.2,1115,5
NGC 3384,LBS-*,0.41,11.5,233.5,57.8,639,2.43902439
NGC 4802,LAR.?,0.16,11.5,304.6,50.8,920,6.25
NGC 3412,LBS0,0.14,11.5,232.9,58.7,772,7.142857143
"M105, NGC 3379",E.1,0.14,11.5,233.5,57.6,793,7.142857143
"M66, NGC 3627",SXS3,0.08,11.5,242,64.4,643,12.5
NGC 2090,SAT5,0.08,11.5,239.5,-27.4,746,12.5
NGC 0925,SXS7,0.02,11.5,144.9,-25.2,665,50
"M86, NGC 4406",E.3,0.2,11.6,279.1,74.6,-302,5
IC 0779,S?,0.2,11.6,189.5,82.5,334,5
IC 3652,E,0.2,11.6,293.7,73.9,578,5
NGC 2541,SAS6,0.2,11.6,170.2,33.5,586,5
"M105, NGC 3379",E.1,0.2,11.6,233.5,57.6,793,5
NGC 1023,LBT-,0.16,11.6,145,-19.1,749,6.25
NGC 3384,LBS-*,0.14,11.6,233.5,57.8,639,7.142857143
NGC 2541,SAS6,0.08,11.6,170.2,33.5,586,12.5
NGC 2541,SAS6,0.06,11.6,170.2,33.5,586,16.66666667
NGC 2090,SAT5,0.05,11.6,239.5,-27.4,746,20
NGC 2090,SAT5,0.04,11.6,239.5,-27.4,746,25
NGC 2090,SAT5,0.04,11.6,239.5,-27.4,746,25
NGC 0925,SXS7,0.02,11.6,144.9,-25.2,665,50
NGC 2541,SAS6,0.2,11.7,170.2,33.5,586,5
"M105, NGC 3379",E.1,0.2,11.7,233.5,57.6,793,5
"M49, NGC 4472",E.2,0.2,11.7,286.9,70.2,846,5
"M84, NGC 4374",E.1,0.19,11.7,278.2,74.5,902,5.263157895
NGC 4697,E.6,0.14,11.7,301.6,57.1,1137,7.142857143
"M96, NGC 3368",SXT2,0.11,11.7,234.4,57,798,9.090909091
NGC 7457,LAT-$,0.1,11.7,96.2,-26.9,1026,10
NGC 2541,SAS6,0.07,11.7,170.2,33.5,586,14.28571429
NGC 1637,SXT5,0.07,11.7,199.6,-30,639,14.28571429
NGC 2090,SAT5,0.04,11.7,239.5,-27.4,746,25
NGC 3319,SBT6,0.2,11.8,176,59.3,755,5
NGC 4489,E,0.2,11.8,277.2,78.6,919,5
NGC 2090,SAT5,0.15,11.8,239.5,-27.4,746,6.666666667
NGC 2090,SAT5,0.15,11.8,239.5,-27.4,746,6.666666667
NGC 3384,LBS-*,0.14,11.8,233.5,57.8,639,7.142857143
"M96, NGC 3368",SXT2,0.09,11.8,234.4,57,798,11.11111111
NGC 2541,SAS6,0.07,11.8,170.2,33.5,586,14.28571429
NGC 2090,SAT5,0.04,11.8,239.5,-27.4,746,25
NGC 2835,SBT5,0.2,11.9,251.4,18.5,679,5
"IC 3461, M87 dw06",E?,0.2,11.9,285.4,74.1,1189,5
IC 3468,E,0.2,11.9,287,72.5,1313,5
NGC 4660,E...*,0.18,11.9,296.8,74,1045,5.555555556
"M96, NGC 3368",SXT2,0.1,11.9,234.4,57,798,10
NGC 4725,SXR2P,0.1,11.9,295.1,88.4,1207,10
NGC 2541,SAS6,0.07,11.9,170.2,33.5,586,14.28571429
NGC 4725,SXR2P,0.06,11.9,295.1,88.4,1207,16.66666667
NGC 3377,E.5+,0.2,12,231.2,58.3,600,5
NGC 3941,LBS0,0.2,12,170.7,74.2,937,5
NGC 2541,SAS6,0.16,12,170.2,33.5,586,6.25
NGC 4697,E.6,0.14,12,301.6,57.1,1137,7.142857143
"M95, NGC 3351",SBR3,0.13,12,234,56.4,677,7.692307692
NGC 1637,SXT5,0.07,12,199.6,-30,639,14.28571429
NGC 4725,SXR2P,0.07,12,295.1,88.4,1207,14.28571429
NGC 4725,SXR2P,0.07,12,295.1,88.4,1207,14.28571429
NGC 2090,SAT5,0.04,12,239.5,-27.4,746,25
NGC 4636,E.0+,0.2,12.1,297.7,65.5,941,5
NGC 3489,LXT+,0.15,12.1,234.4,60.9,613,6.666666667
"M96, NGC 3368",SXT2,0.15,12.1,234.4,57,798,6.666666667
NGC 2090,SAT5,0.04,12.1,239.5,-27.4,746,25
NGC 4088,SXT4,0.2,12.2,140.3,65,825,5
UGC 07436,dE5,0.2,12.2,272.7,75.9,935,5
IC 3506,"dE0,N",0.2,12.2,286.3,75.1,1436,5
IC 3019,E,0.2,12.2,264.1,73.6,1745,5
NGC 4623,LB.+*/,0.2,12.2,296.1,70.4,1779,5
IC 3509,E4,0.2,12.2,287.1,74.4,1941,5
NGC 3056,RLAS+*,0.25,12.2,262.1,20.2,803,4
NGC 3941,LBS0,0.18,12.2,170.7,74.2,937,5.555555556
NGC 7331,SAS3,0.17,12.2,93.7,-20.7,1035,5.882352941
NGC 7814,SAS2*/,0.14,12.2,106.4,-45.2,1204,7.142857143
NGC 2541,SAS6,0.07,12.2,170.2,33.5,586,14.28571429
NGC 2090,SAT5,0.07,12.2,239.5,-27.4,746,14.28571429
NGC 4725,SXR2P,0.07,12.2,295.1,88.4,1207,14.28571429
NGC 4725,SXR2P,0.06,12.2,295.1,88.4,1207,16.66666667
NGC 2090,SAT5,0.04,12.2,239.5,-27.4,746,25
NGC 4725,SXR2P,0.34,12.3,295.1,88.4,1207,2.941176471
NGC 7457,LAT-$,0.21,12.3,96.2,-26.9,1026,4.761904762
NGC 3489,LXT+,0.15,12.3,234.4,60.9,613,6.666666667
NGC 2090,SAT5,0.08,12.3,239.5,-27.4,746,12.5
NGC 4725,SXR2P,0.18,12.4,295.1,88.4,1207,5.555555556
"M105, NGC 3379",E.1,0.16,12.4,233.5,57.6,793,6.25
NGC 2541,SAS6,0.08,12.4,170.2,33.5,586,12.5
NGC 2541,SAS6,0.08,12.4,170.2,33.5,586,12.5
NGC 2541,SAS6,0.07,12.4,170.2,33.5,586,14.28571429
NGC 2541,SAS6,0.07,12.4,170.2,33.5,586,14.28571429
NGC 4725,SXR2P,0.06,12.4,295.1,88.4,1207,16.66666667
IC 3381,E+..*,0.2,12.5,282.3,73.7,594,5
NGC 1419,E...P*,0.13,12.5,240.1,-53.1,1398,7.692307692
NGC 4203,LX.-*,0.1,12.5,173,80.1,1096,10
NGC 4527,SXS4,0.09,12.5,292.6,65.2,1652,11.11111111
NGC 4725,SXR2P,0.07,12.5,295.1,88.4,1207,14.28571429
NGC 2090,SAT5,0.04,12.5,239.5,-27.4,746,25
NGC 2090,SAT5,0.04,12.5,239.5,-27.4,746,25
NGC 3198,SBT5,0.2,12.6,171.2,54.8,684,5
NGC 2090,SAT5,0.2,12.6,239.5,-27.4,746,5
NGC 7741,SBS6,0.39,12.6,104.5,-34.4,935,2.564102564
NGC 2549,LAR0./,0.28,12.6,159.7,34.2,1133,3.571428571
NGC 4494,E.1+,0.15,12.6,228.6,85.3,1316,6.666666667
"M66, NGC 3627",SXS3,0.14,12.6,242,64.4,643,7.142857143
"M66, NGC 3627",SXS3,0.09,12.6,242,64.4,643,11.11111111
NGC 3319,SBT6,0.09,12.6,176,59.3,755,11.11111111
NGC 4494,E.1+,0.08,12.6,228.6,85.3,1316,12.5
NGC 2541,SAS6,0.06,12.6,170.2,33.5,586,16.66666667
NGC 6946,SXT6,0.2,12.7,95.7,11.7,277,5
NGC 3319,SBT6,0.09,12.7,176,59.3,755,11.11111111
NGC 4725,SXR2P,0.07,12.7,295.1,88.4,1207,14.28571429
"M95, NGC 3351",SBR3,0.2,12.8,234,56.4,677,5
NGC 4638,L..-./,0.2,12.8,295.1,74.2,1083,5
NGC 4476,LAR-*,0.2,12.8,283.1,74.4,1873,5
"M105, NGC 3379",E.1,0.41,12.8,233.5,57.6,793,2.43902439
NGC 5338,LB..*,0.3,12.8,339.7,63.6,789,3.333333333
NGC 4150,LAR0$,0.24,12.8,190.4,80.5,242,4.166666667
NGC 4660,E...*,0.19,12.8,296.8,74,1045,5.263157895
NGC 4725,SXR2P,0.11,12.8,295.1,88.4,1207,9.090909091
NGC 3319,SBT6,0.09,12.8,176,59.3,755,11.11111111
NGC 2541,SAS6,0.08,12.8,170.2,33.5,586,12.5
NGC 4725,SXR2P,0.07,12.8,295.1,88.4,1207,14.28571429
NGC 4494,E.1+,0.05,12.8,228.6,85.3,1316,20
NGC 2683,SAT3,0.2,12.9,190.5,38.8,370,5
NGC 3319,SBT6,0.2,12.9,176,59.3,755,5
NGC 7741,SBS6,0.2,12.9,104.5,-34.4,935,5
NGC 3319,SBT6,0.09,12.9,176,59.3,755,11.11111111
NGC 3359,SBT5,0.2,13,143.6,48.6,1104,5
NGC 3319,SBT6,0.1,13,176,59.3,755,10
NGC 4527,SXS4,0.09,13,292.6,65.2,1652,11.11111111
NGC 4725,SXR2P,0.08,13,295.1,88.4,1207,12.5
NGC 3198,SBT5,0.2,13.1,171.2,54.8,684,5
NGC 4464,S?,0.2,13.1,286.5,70.3,1188,5
NGC 4038/39,SBS9P,0.2,13.1,287,42.5,1470,5
NGC 4473,E.5,0.2,13.1,281.6,75.4,2187,5
NGC 7331,SAS3,0.17,13.1,93.7,-20.7,1035,5.882352941
"M96, NGC 3368",SXT2,0.14,13.1,234.4,57,798,7.142857143
NGC 3319,SBT6,0.09,13.1,176,59.3,755,11.11111111
NGC 2841,SAR3*,0.06,13.1,166.9,44.2,674,16.66666667
NGC 3377,E.5+,0.41,13.2,231.2,58.3,600,2.43902439
NGC 4489,E,0.35,13.2,277.2,78.6,919,2.857142857
NGC 4725,SXR2P,0.34,13.2,295.1,88.4,1207,2.941176471
UGC 08799,I..9?,0.26,13.2,340.3,64.1,1107,3.846153846
NGC 7457,LAT-$,0.21,13.2,96.2,-26.9,1026,4.761904762
NGC 4278,E.1+,0.14,13.2,193.8,82.8,647,7.142857143
NGC 7814,SAS2*/,0.14,13.2,106.4,-45.2,1204,7.142857143
NGC 4536,SXT4,0.12,13.2,293,64.7,1721,8.333333333
NGC 3319,SBT6,0.09,13.3,176,59.3,755,11.11111111
NGC 4725,SXR2P,0.07,13.3,295.1,88.4,1207,14.28571429
"IC 0809, IC 3672",E,0.2,13.4,294.4,74.5,198,5
NGC 4753,I.0,0.2,13.4,303.4,61.7,1312,5
NGC 4478,E.2,0.2,13.4,283.4,74.4,1329,5
IC 3101,"dE4:,N:",0.2,13.4,273.5,72.8,1365,5
NGC 2768,E.6.*,0.2,13.4,155.5,40.6,1406,5
IC 3501,d:E1,0.2,13.4,285.5,75.6,1593,5
NGC 4527,SXS4,0.2,13.4,292.6,65.2,1652,5
NGC 4612,RLX.0,0.2,13.4,295.7,70,1758,5
NGC 4352,LA..*/,0.2,13.4,279.6,72.8,2046,5
NGC 4527,SXS4,0.13,13.4,292.6,65.2,1652,7.692307692
NGC 4527,SXS4,0.13,13.4,292.6,65.2,1652,7.692307692
NGC 3319,SBT6,0.1,13.4,176,59.3,755,10
NGC 3319,SBT6,0.09,13.4,176,59.3,755,11.11111111
NGC 3198,SBT5,0.2,13.5,171.2,54.8,684,5
NGC 3726,SXR5,0.2,13.5,155.4,64.9,894,5
NGC 4419,SBS1./,0.25,13.5,276.4,76.6,-306,4
NGC 4684,LBR+,0.19,13.5,300.9,60.1,1488,5.263157895
NGC 4725,SXR2P,0.06,13.5,295.1,88.4,1207,16.66666667
NGC 4088,SXT4,0.2,13.6,140.3,65,825,5
"M49, NGC 4472",E.2,0.2,13.6,286.9,70.2,846,5
